year,Index offense rate,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
1966,3503.2,83.3,2.9,4.9,21.6,53.9,3419.9,1129.7,1971,319.2
1966,2011.4,66.4,3,9.5,7.8,46.1,1945,389.9,1451.9,103.2
1966,2759.3,364.8,6.9,16.6,184.9,156.4,2394.4,560.5,1418.6,415.3
1966,2336.1,146.3,4,10.6,62.8,68.9,2189.8,627.5,1286.7,275.5
1966,1643.8,44.2,1.6,4.8,12.8,25,1599.6,336.5,1131.2,131.9
1966,2102,111.9,3.5,8.9,29.6,69.9,1990.2,476.1,1366.3,147.8
1966,1738.4,131.7,7,8.3,42.8,73.5,1606.7,482.6,896.4,227.7
1966,2158.1,241.2,9.9,16.6,66.8,147.9,1917,578.5,1073.7,264.8
1966,1427.2,49.4,2.2,4.9,5.9,36.4,1377.7,364,907.1,106.6
1966,3163.6,311,7,15.3,123.7,164.9,2852.6,754.3,1668.1,430.2
1966,2275.3,115.2,2.4,6.4,46,60.5,2160.1,619.1,989.1,551.8
1966,3708.3,332.1,5,28.2,155.1,143.8,3376.2,984,2038.7,353.5
1966,2234.1,103.2,2.2,7.3,49.4,44.4,2130.9,579.2,1305.5,246.3
1966,897.2,150.6,9.7,8,13.3,119.6,746.6,238.4,448.6,59.6
1966,2920.3,247.3,5.4,17.6,105.8,118.5,2673,782.2,1606.3,284.6
1966,2356,72.2,2.8,9,17.8,42.6,2283.8,496,1555.1,232.6
1966,1925.6,64.6,1.8,6.7,24.9,31.3,1861,420.1,1267,173.8
1966,3625.3,217.4,10.6,11.5,96.9,98.5,3407.9,931.5,2091.2,385.2
1966,1138,38,1.9,4.4,10.3,21.4,1100,349.8,647.7,102.5
1966,2328.5,161.9,3.5,9.3,63.7,85.4,2166.6,712.9,1121.7,332
1966,3263.6,217.3,6.3,13.5,44.8,152.7,3046.3,917.8,1856.3,272.2
1966,3338.1,342.6,4.8,13.4,164.8,159.6,2995.4,1074.2,1568.7,352.5
1966,1704.2,295.5,9.2,10.8,24.3,251.3,1408.7,442.7,825.2,140.9
1966,1207.1,35.5,1.8,4.3,6.2,23.2,1171.5,221.4,862.9,87.2
1966,2098.7,151.6,4.5,9.3,70,67.8,1947.1,490.7,1220.9,235.5
1966,2193.2,144.5,5.5,13.7,41.3,84.1,2048.7,611.7,1240.2,196.7
1966,2987.2,126.3,2.7,12.6,45.8,65.2,2860.9,685.1,1935.5,240.2
1966,1493.2,131,3.3,10.9,50.2,66.6,1362.2,423.7,728.7,209.9
1966,2578.8,94.5,1.4,5,25.4,62.7,2484.3,707.6,1262.7,514
1966,1982.5,226,11.6,13.6,28.8,172,1756.5,536.2,1060.2,160.2
1966,1513.9,83.3,1.5,8.9,10,62.9,1430.6,318.9,1021.1,90.6
1966,1816.9,158.3,7.8,10.8,34.4,105.2,1658.6,602.5,863.1,193.1
1966,2872.5,226.8,9.1,11.5,55.7,150.4,2645.8,768.7,1646.1,231
1966,3330.3,113.9,2,10.2,36.5,65.2,3216.4,689.7,2262.5,264.2
1966,1117,19.8,1.5,6.9,4,7.4,1097.3,427.9,552.6,116.8
1966,2328.7,230.7,8.1,12,44.5,166.2,2098,620.5,1272.2,205.3
1966,3099.2,123.3,2.5,11.6,36.7,72.4,2976,669.7,2065.9,240.4
1966,936.5,89.9,4.2,5.1,19.1,61.5,846.6,259.3,509.8,77.5
1966,1899.5,47.7,1.9,3.6,12.9,29.2,1851.8,344.8,1315.5,191.6
1966,2215.5,83,4.9,12.2,21,45,2132.5,383.9,1597.9,150.8
1967,1851,238.6,11.7,10.5,33,183.5,1612.4,571.4,895,146
1967,2884.6,160.7,9.6,17.6,35.3,98.2,2723.9,688.6,1630.9,404.4
1967,4837.9,238.2,5.6,16.7,74.9,141,4599.8,1137.3,3055.3,407.2
1967,1628.5,219.5,8.8,14.2,35.2,161.3,1408.9,443.9,879.1,86
1967,5055.1,352.1,5.4,25,149,172.7,4703,1446,2748.8,508.1
1967,3309.1,191.8,4.1,20.9,67.9,98.9,3117.2,789.4,2019.5,308.4
1967,2281.2,95.9,2.4,5.6,32.2,55.7,2185.4,751.7,1112.6,321.1
1967,2891.6,180.9,8.6,11.5,65.5,95.4,2710.7,832.1,1500.2,378.4
1967,6660.8,1143.6,22,21.3,711.9,388.5,5517.2,1817.3,2648.3,1051.5
1967,4103.6,390.3,10.5,15.2,130.9,233.6,3713.3,1220.8,2206.8,285.7
1967,1954.2,189.3,11.1,12.4,37.3,128.5,1764.9,591.4,973.6,199.9
1967,3719.4,80,2.4,5,19.8,52.8,3639.4,1152.4,2082.8,404.2
1967,1905.7,68.4,4.3,8.7,10.9,44.5,1837.3,405.9,1318.6,112.9
1967,2910.5,394.3,7.3,17.9,200.9,168.3,2516.2,608.5,1486.1,421.7
1967,2592.5,162.9,3.8,12.7,78.7,67.8,2429.6,701.5,1389.3,338.9
1967,1881,58.4,1.5,5.6,21,30.3,1822.6,431.6,1235.8,155.2
1967,2474.5,142.8,4,10.7,42.2,86,2331.7,598.2,1548.6,184.9
1967,1856.3,140.6,7.2,9.1,47.1,77.2,1715.6,482.9,950.9,281.8
1967,2388.8,275,9.3,16.5,82.1,167.2,2113.8,656.2,1176.3,281.3
1967,1622.9,63.8,0.4,6,9.7,47.8,1559.1,457.6,990.4,111.1
1967,3910.4,474.1,8,19.6,212.1,234.5,3436.2,1014.8,1932.3,489.1
1967,2482.1,127.6,2.8,7.6,52,65.2,2354.5,675.5,1011.6,667.4
1967,4062,389,6.5,26.6,188.6,167.3,3673.1,1160.6,2123.5,389
1967,2593.2,132,1.6,8.6,67.1,54.7,2461.2,704.4,1464.4,292.4
1967,900.2,113.8,8.7,5.5,10.6,89,786.4,257.8,471.9,56.7
1967,3123.7,276.9,7.3,17.1,130.5,122.1,2846.8,861.1,1630.7,355
1967,2457.1,83.9,2.4,10.3,21.4,49.8,2373.2,522.3,1635.2,215.7
1967,2092.8,113.2,2.7,8.2,38.7,63.6,1979.6,491.7,1299.7,188.2
1967,4304.1,247.7,10.8,14.4,117.8,104.7,4056.3,1066.2,2513.3,476.8
1967,1118.5,31.8,2,3.4,6.1,20.3,1086.7,342.6,632.4,111.8
1967,2737.7,188.5,3.9,9.7,82.5,92.4,2549.1,861.4,1262.5,425.3
1967,3270.4,231.8,6.6,15.5,45.5,164.3,3038.6,851.3,1932,255.2
1967,3776.9,409.7,5.4,14.5,219.3,170.5,3367.2,1195.2,1715.1,456.9
1967,1892.3,318.1,9.9,11.3,32.1,264.8,1574.2,516.3,911.8,146.1
1967,1399.4,29,0.2,4.7,5.8,18.3,1370.4,241.2,1046.9,82.3
1967,2518.4,185,5.2,10.3,95,74.5,2333.4,607.6,1400.2,325.6
1967,2314.5,148.4,6.7,13.7,39.1,88.9,2166.1,626.5,1348.9,190.7
1967,3465.1,157.4,3.1,12.4,65.9,76.1,3307.7,857.4,2176.8,273.4
1967,1666.5,138.6,3.9,9.9,57.9,66.9,1527.9,487.7,803.9,236.3
1967,3136.3,128.4,2.2,4.8,31.4,90,3007.9,896.9,1502.1,608.9
1967,2091,231.4,11.2,14.6,35,170.7,1859.6,638.8,1058.4,162.3
1967,1556.7,86.9,3.7,8.3,12.9,62,1469.7,341.5,1044.1,84.1
1967,2107.6,208.4,8.9,12.5,56.5,130.5,1899.2,711.8,944.2,243.1
1967,3129.7,246.1,9.9,13.1,69.5,153.6,2883.6,822.4,1796.6,264.5
1967,3244.4,116.6,2.7,7.2,38.5,68.2,3127.8,685.5,2217,225.3
1967,1221.8,20.6,3.1,4.3,1.9,11.3,1201.2,517,559.2,124.9
1967,2618.7,227.7,9.1,13.2,52.8,152.5,2391,721.1,1428.7,241.2
1967,3736.7,154,3.1,12.5,54.6,83.7,3582.7,837.7,2463.5,281.5
1967,1024.7,97,4.6,4.7,19.3,68.4,927.8,298.4,542,87.4
1967,2232.1,70.4,1.9,4.6,28,35.9,2161.8,450.3,1496.8,214.6
1967,2412.1,93.3,4.8,7.3,13.7,67.6,2318.7,506,1637.8,174.9
1968,1999,232.4,11.8,11.1,41,168.5,1766.6,628.2,967.7,170.7
1968,3320.9,175.5,10.5,21.7,52.7,90.6,3145.5,747.3,1915.9,482.3
1968,4874.4,263.6,6.3,18.7,86.7,151.9,4610.8,1167.4,3022.2,421.2
1968,1958.5,216.7,8.1,17.3,39.6,151.7,1741.8,569.7,1068.9,103.2
1968,5721.1,422.9,6,29.9,192.5,194.6,5298.2,1644.5,3032.3,621.4
1968,3862.6,263,5.4,26.1,96.5,135,3599.6,917,2262,420.6
1968,2890.4,129.3,2.5,8,45,73.7,2761.1,964.4,1420.5,376.1
1968,3165.5,241.2,8.4,14,105.1,113.7,2924.3,885,1619.3,420
1968,7868.1,1505.6,24.1,32.1,1065.8,383.6,6362.5,2218.8,2740.3,1403.5
1968,4498.5,453.1,11.9,18.1,159.9,263.3,4045.4,1327,2398.5,319.9
1968,2156.1,215.8,13.9,13.5,47.5,141,1940.3,660.8,1043.1,236.4
1968,4438.3,85.1,2.8,7.2,22.6,52.4,4353.2,1363.8,2483.7,505.8
1968,2121.4,73.5,2.3,8.4,11.8,51.1,2047.9,470.6,1459.1,118.2
1968,3237.9,408,8.1,16.4,211.5,172,2829.8,683.6,1705.2,441
1968,2920.2,201.9,4.8,14.6,101,81.4,2718.4,743.9,1562.5,411.9
1968,2143.7,68.5,1.7,6.8,25,35,2075.2,474.1,1436.5,164.6
1968,2723.7,150.4,3.7,13.2,47.5,85.8,2573.3,615.6,1752.2,205.5
1968,1991,164.7,8.9,10.2,60.1,85.4,1826.4,522.5,971.7,332.2
1968,2507.3,314.6,9.5,16.4,90.3,198.4,2192.7,678,1232.1,282.6
1968,1682.1,64.7,3,6.7,8.8,46.2,1617.5,513.7,970.1,133.7
1968,4579.7,623,9.3,26,275.6,312,3956.8,1301.2,2050.6,605
1968,3067.9,164,3.5,9.5,74.3,76.7,2903.9,868.3,1229,806.6
1968,4170.6,426.7,7.7,31.3,209.6,178.2,3743.9,1163.2,2150.5,430.2
1968,2963.3,140.2,2.2,10.9,81.2,45.9,2823.1,801.8,1670.2,351.1
1968,1087.2,145,9.9,7.6,13.2,114.3,942.2,313.7,556.4,72
1968,3584.2,328.9,8.8,23.3,153.6,143.2,3255.3,976.6,1832.3,446.4
1968,2542,88,3.3,7.2,18.2,59.3,2454,567.8,1687.7,198.4
1968,2408,146.3,2.3,7.2,49.6,87.3,2261.7,507.4,1451.8,302.4
1968,4462,278.4,5.5,17.4,142.8,112.6,4183.7,1282.1,2451.9,449.7
1968,1297.9,39.7,1.4,2.7,10.3,25.4,1258.1,371.1,745.7,141.3
1968,3254.3,236.1,5.1,11.3,123.6,96.1,3018.2,1011.9,1487.8,518.5
1968,3797,250.5,6.4,21.1,50.5,172.5,3546.5,970.2,2245.5,330.7
1968,4579.3,543.9,6.5,14,330.5,192.9,4035.4,1385.3,2071.1,579
1968,2006.9,351,10.2,11.3,37.6,291.9,1655.9,539.7,962.8,153.3
1968,1405.1,27.7,1.1,4.6,5.8,16.2,1377.4,239,1057.8,80.6
1968,2780.9,200.4,5.3,12.4,102,80.7,2580.5,659.4,1540.9,380.2
1968,2621.3,177.6,6.4,15.2,49.3,106.7,2443.7,726.4,1502.1,215.2
1968,3734,197,3.2,17.2,76.5,100,3537,945.1,2321.3,270.6
1968,1937,176.8,4.1,10.3,85.2,77.3,1760.2,556.3,923.9,280
1968,3885.5,137.3,2.4,3.7,49.3,81.9,3748.2,1089.6,1893.1,765.5
1968,2175.6,217.4,13.6,15,42.8,146,1958.2,708.5,1065.9,183.8
1968,1753.1,85.7,3.8,10.2,19.3,52.4,1667.4,430.1,1133.8,103.5
1968,2174.7,220.5,8.7,11.6,71.2,129,1954.2,719.7,967.1,267.4
1968,3478.3,270.2,10.6,14.5,82.9,162.3,3208.1,939.6,1957.1,311.4
1968,3581.9,116.2,2.9,11.1,33.7,68.5,3465.8,741.3,2469.2,255.2
1968,1212.6,37.2,2.6,7.3,6.2,21.1,1175.4,496,593.6,85.8
1968,2887.6,278.9,10.3,15.6,65.8,187.2,2608.7,786.4,1559.9,262.3
1968,3965,212.8,3.6,17.1,98.4,93.7,3752.2,1019.5,2435.6,297.1
1968,1165,108.5,5.5,4.4,25.5,73.2,1056.5,349.8,614.7,92
1968,2386.3,80.7,2.2,6.2,33.1,39.2,2305.6,503.8,1597.7,204.1
1968,2549.8,88.3,6.3,8.9,12.4,60.6,2461.6,545.1,1779.7,136.8
1969,2126.6,250.4,13.7,14,41,181.7,1876.2,667.2,1037.8,171.2
1969,3880.1,221.3,10.6,29.4,67.4,113.8,3658.9,870.6,2196.8,591.5
1969,5224.6,339.2,6,23,99.9,210.2,4885.4,1302.6,3144.2,438.6
1969,2188.5,220.1,9.9,17.4,44.4,148.4,1968.5,651.1,1206.5,110.9
1969,6099.7,462.3,7.1,36.3,201.8,217,5637.4,1676.1,3282.7,678.6
1969,4498.2,298.8,5.3,28.8,110.7,154,4199.4,1133.2,2559.2,507
1969,3225.5,147.2,2.9,8.7,56.5,79.1,3078.3,987.5,1663,427.8
1969,3501.7,294.1,8,13.7,117.6,154.8,3207.6,877.2,1859.8,470.6
1969,10406,2135.1,36,97.2,1549.6,452.3,8270.9,2869.9,3998.7,1402.3
1969,4742.5,462.9,11.3,21.2,162.8,267.5,4279.7,1358.3,2538.4,382.9
1969,2399.5,242.1,11.9,17.1,62.4,150.7,2157.4,701.5,1182.9,273
1969,4532.9,86.1,3.4,12.2,35.5,35,4446.7,1304.8,2606,535.9
1969,2728.3,112.3,1.9,10,16.7,83.6,2616,590,1894.6,131.5
1969,3468.5,448.5,8.6,19.1,236.7,184,3020,738.7,1806.8,474.5
1969,3089.4,198.1,5,16.9,93.6,82.7,2891.2,819,1677.8,394.5
1969,2252.5,69,1.4,6.4,22.4,38.8,2183.5,489.1,1516.9,177.5
1969,3138,166.9,3.5,15.1,54.8,93.5,2971.2,693.3,2049.9,228
1969,2164.9,177.8,10.4,11.4,69.2,86.7,1987.1,569.3,1072,345.9
1969,2752.1,360.3,9.5,22.1,102.6,226,2391.8,694.6,1373.1,324.2
1969,1941.2,74.9,1.6,5.9,11.3,56,1866.3,580,1142.7,143.6
1969,4573.3,645.3,9.3,29.9,294.4,311.7,3928,1114.7,2220.7,592.6
1969,3478.6,187.9,3.5,10.8,90.6,82.9,3290.7,1032.6,1399.3,858.8
1969,4804.2,502.5,8.8,32.3,265.1,196.3,4301.7,1315.5,2485,501.2
1969,3076.6,142,1.9,11.5,81.5,47.1,2934.7,779.4,1771,384.3
1969,1094.6,141.9,8.1,9.1,14.6,110.1,952.6,316.5,563.3,72.9
1969,4179.2,392.6,10.4,27.3,182.4,172.5,3786.6,1118.8,2089.2,578.5
1969,2689.6,98.3,3.6,11.1,22.2,61.4,2591.4,561.8,1813.7,215.9
1969,2451.3,158.9,2.5,6.8,51.8,97.8,2292.4,482.3,1525.6,284.5
1969,5145.7,359.3,9,20.6,170.9,158.9,4786.4,1366.5,2859.7,560.2
1969,1510.6,45.3,2.5,4,10.5,28.3,1465.3,463.3,858.7,143.2
1969,3230.7,241,5.2,12.8,135.1,87.9,2989.7,953,1515.6,521
1969,4512.5,289.8,6.3,25.1,65.1,193.4,4222.6,1230.8,2577.7,414.2
1969,4569.7,577.9,7.2,15.8,353.4,201.4,3991.8,1356.2,2005.7,629.9
1969,2251.7,348.1,11.3,11.9,43.1,281.8,1903.6,611,1126.1,166.5
1969,1485.9,35.8,0.2,4.1,7.2,24.4,1450.1,249.3,1105.7,95.1
1969,3134.2,248.1,6.4,15.3,126.7,99.8,2886.1,740.1,1663.9,482.1
1969,2617.5,185.9,5.8,14.3,49.4,116.5,2431.6,724.1,1462.7,244.7
1969,4209.8,222.8,4,18.3,86.6,113.9,3987,1124.7,2543.9,318.5
1969,2017.8,193.9,4.1,12.1,90.6,87.1,1823.9,577.7,941.4,304.8
1969,4128.8,175,3.1,4,73.4,94.5,3953.8,982.4,2148.2,823.2
1969,2551.2,239.6,12.5,14,50,163,2311.6,806.5,1266.7,238.4
1969,1831.9,77.4,2,11.1,12.9,51.4,1754.5,425,1223.5,105.9
1969,2204.1,231.7,9.6,12.7,75.2,134.3,1972.4,715,975.8,281.6
1969,3967.5,328.1,11.3,19.2,116.6,180.9,3639.4,1091.9,2160.8,386.6
1969,4027.9,139.7,2.5,14.1,49,74.2,3888.2,848.5,2742,297.7
1969,1571.3,53.3,2.5,9.1,9.3,32.3,1518,599.5,805.5,113
1969,3008.1,266.3,7.3,16.4,81,161.6,2741.8,760.2,1690.1,291.4
1969,4635.8,242.3,3.6,19.4,113,106.3,4393.5,1296.5,2716.4,380.7
1969,1104.8,97.1,5.6,5.1,19.1,67.3,1007.7,322.7,599.6,85.4
1969,2488.1,80.6,2.1,7.2,28.3,43.1,2407.5,498.5,1685.1,223.9
1969,2701.6,89.4,10.3,11.6,15.9,51.6,2612.2,565,1870,177.2
1970,2479.5,295.7,11.7,18.5,50.3,215.2,2183.8,776.4,1184,223.5
1970,3801.8,278,12.2,26.1,71.8,167.8,3523.8,789.9,2182.5,551.3
1970,5914.2,370.3,9.5,27,120.2,213.7,5543.9,1493,3549.7,501.2
1970,2421.2,222.3,10.1,17.1,45.6,149.5,2198.8,759.4,1320,119.4
1970,6339.1,474.8,6.9,35.1,206.9,225.9,5864.3,1753,3422.1,689.2
1970,5318.2,356.7,6.2,36,129.1,185.4,4961.4,1380.9,2992.1,588.4
1970,3489.4,170.4,3.5,9.1,70.4,87.4,3319,1084.2,1750.7,484.2
1970,4263.1,327.5,7.7,18.6,105.5,195.8,3935.6,1056.2,2320.4,559
1970,10883.4,2226.8,29.2,95.2,1561.9,540.5,8656.6,2873.7,4314.3,1468.6
1970,5317.2,498.2,12.7,22.2,186.1,277.2,4819,1561.8,2860.6,396.6
1970,2881.6,304.5,15.3,16.1,95.8,177.3,2577.1,899.9,1368.6,308.6
1970,5265.1,121.8,3.6,11.8,63.3,43.1,5143.3,1456.1,3106.1,581.1
1970,3154.8,123.3,4.6,12.3,20.5,85.8,3031.5,673.6,2213.7,144.2
1970,3779.6,467.9,9.6,20.4,251.1,186.8,3311.6,765.4,2028.4,517.8
1970,3484.9,234.6,4.9,19.9,110.3,99.6,3250.3,925.8,1874.2,450.3
1970,2505.1,79.3,1.9,6.2,28.5,42.8,2425.8,507.3,1743.4,175
1970,3643.5,202.8,4.8,14.5,75.1,108.5,3440.8,881.7,2302.5,256.6
1970,2484.1,222.3,11.1,13.7,72.8,124.7,2261.8,703.9,1211.5,346.3
1970,3315.9,413.5,11.7,23.1,140.8,237.8,2902.5,890,1627.7,384.7
1970,2060,89.3,1.5,7,12.6,68.1,1970.7,638.5,1179.6,152.6
1970,4641,624.9,9.2,23.9,338.6,253.3,4016.1,1051.2,2417.3,547.6
1970,3746.3,202.9,3.5,12,99.5,87.9,3543.4,1134.1,1531.2,878.1
1970,5507.4,575.7,9.4,27.1,346.6,192.7,4931.8,1570.7,2897.1,464
1970,3200.9,152,2,9.7,89.1,51.2,3048.9,801.7,1901.5,345.7
1970,1302.4,179.3,11.5,8.9,19,139.8,1123.1,351.2,693.6,78.4
1970,4154.7,405.9,10.7,27.4,200.8,167,3748.8,1137,2073.9,537.8
1970,2882.9,111.5,3.2,10.5,22.3,75.5,2771.4,593.7,1955.9,221.8
1970,2552.9,184.1,3,9.3,57.3,114.5,2368.9,504.5,1572.5,291.9
1970,5763.8,398.6,8.8,19.6,188.4,181.7,5365.2,1660.6,3044,660.7
1970,1722.2,56,2,6,12.1,35.9,1666.2,565.6,928.6,172
1970,3575.4,287.1,5.7,12.9,169.4,99,3288.2,1041.4,1689.4,557.4
1970,4436,304.4,9.6,22.3,67.6,204.8,4131.6,1196.5,2532.4,402.8
1970,4971.3,685,7.9,15.8,446.1,215.2,4286.3,1470.4,2125,690.9
1970,2642.7,370.2,11.7,12.9,52.3,293.2,2272.5,765.8,1338.9,167.8
1970,1706.5,34.2,0.5,6.2,6.5,21,1672.3,286.4,1295,91
1970,3574.4,284.3,6.6,16,145.9,115.9,3290.1,853.9,1943.5,492.8
1970,2977.4,202.9,5.9,15.6,54.7,126.7,2774.4,835.4,1659.6,279.3
1970,4688.2,256.9,4.6,18,102.5,131.7,4431.3,1273.4,2825,332.8
1970,2185.8,220.2,5.4,11.9,108.6,94.2,1965.6,599.7,1020.7,345.2
1970,4268.8,204.7,3.2,3.6,78.3,119.6,4064.1,1018.9,2186.2,859
1970,3058.1,286.1,14.6,18,60.1,193.4,2772,1019.4,1495.5,257.1
1970,2053.6,92.5,3.8,11.1,17.1,60.5,1961.1,471.3,1396.2,93.7
1970,2395.6,274.9,8.8,15.5,82,168.6,2120.7,806.7,1024.7,289.3
1970,4173.3,365.3,11.6,20.8,136.5,196.4,3808.1,1159.9,2242.7,405.4
1970,4201.7,137.7,3.4,10.9,53.1,70.3,4063.9,915,2832.7,316.3
1970,1897.1,74,1.3,10.3,7.6,54.6,1823.1,730.6,968.7,123.9
1970,3665.4,302,10.4,17.1,95.5,179.1,3363.4,914.6,2134.9,313.9
1970,4881.1,221.3,3.5,18,93.5,106.3,4659.7,1444.5,2853.5,361.8
1970,1378.5,123.7,6.2,6.7,27.3,83.5,1254.8,388.5,773.8,92.4
1970,2702.1,85.8,2,6.7,33.1,44,2616.2,538.5,1860.1,217.6
1970,2972.2,113.1,5.7,12.3,22,73.1,2859.1,645.9,2048.6,164.6
1971,2498.4,311.4,15.1,19,57.6,219.7,2187,791.8,1173.9,221.2
1971,4164.5,355.3,13.4,43.5,67.1,231.3,3809.3,848.6,2438,522.7
1971,5941.5,400.6,6.7,29.9,113.3,250.7,5540.9,1435.9,3654.2,450.8
1971,2328.2,240.7,10.5,17.1,48.7,164.5,2087.5,720.9,1243.5,123.1
1971,6690.1,518.6,8.1,36.1,235.5,238.9,6171.5,1939.8,3517.9,713.9
1971,5517,373.6,6.5,38.4,134.9,193.8,5143.3,1450,3128.5,564.8
1971,3646.2,193.7,3.1,11.9,83.2,95.5,3452.5,1067.3,1846,539.1
1971,5015.1,369.2,6.1,18.3,144.1,200.7,4645.9,1390.5,2670.6,584.8
1971,9516.3,2170.6,37.1,83,1514.4,536,7345.7,2539.5,3627.8,1178.4
1971,5673,547.9,13.3,24.3,190.6,319.7,5125.2,1678.4,3054.1,392.7
1971,3047.9,340.9,16,21.5,104.2,199.2,2707,1050.7,1354.5,301.8
1971,5458.8,231.9,5.3,17.5,93,116.1,5226.9,1437.1,3222.4,567.3
1971,3507.5,125.3,3.3,10.5,22.3,89.2,3382.2,741.8,2473.9,166.5
1971,3885.3,477.3,9.6,21.6,258.1,187.9,3408.1,836.7,2095.6,475.8
1971,3522.7,247.1,5.3,19.4,126,96.3,3275.7,969,1903.9,402.7
1971,2625.6,98.9,1.8,8.9,30.4,57.8,2526.6,531.6,1841.8,153.3
1971,3495.2,214.5,5.1,15.9,65.7,127.8,3280.7,888.6,2148.4,243.8
1971,2481.7,235.1,10.9,14.9,77.4,131.9,2246.6,719,1195.4,332.3
1971,3456.2,413.1,11.1,23.7,135.1,243.2,3043,911.9,1729.4,401.7
1971,2316.3,90,2,7.4,14.4,66.3,2226.2,750.6,1327.8,147.8
1971,4799.2,621.4,11.2,24.9,325.4,259.9,4177.8,1122.5,2528.5,526.8
1971,4347.6,266,3.8,12.4,140.1,109.6,4081.5,1339.8,1756.9,984.9
1971,5715.2,574.6,10.5,26.7,330.1,207.3,5140.6,1686.7,2956,497.9
1971,3536.9,154.4,2.4,12.1,77,62.9,3382.5,881.7,2157.7,343.1
1971,1600.5,276.3,14.7,13.7,35.9,212,1324.2,444.7,780,99.4
1971,4045.6,386.5,8.9,26.2,179.7,171.7,3659,1167.1,1989.7,502.2
1971,3183.9,137.1,4.4,14.1,28.7,90,3046.8,654.9,2169.8,222
1971,2538.9,155.8,2.6,14,36,103.2,2383.1,551.4,1577.1,254.6
1971,5461.5,372.2,11.4,26.6,171.2,162.9,5089.3,1505.9,2977.1,606.3
1971,2073.2,76.1,2.2,8.3,16.1,49.5,1997.1,666.9,1146.2,184
1971,3965.3,362.2,5.8,14.5,220,121.8,3603.1,1215.3,1807.7,580.1
1971,5105.7,387.8,12,26.2,103.1,246.4,4718,1417.1,2842.1,458.7
1971,5084.1,788.7,9.9,17.5,531.1,230.1,4295.4,1488.2,2113.1,694.1
1971,2729.2,387.7,11.8,14.8,55.3,305.8,2341.5,813.1,1362.4,166.1
1971,2050.4,38.1,1.3,4.2,7.5,25.1,2012.3,339.8,1585.8,86.7
1971,3666.2,298.4,7.5,18.4,163.7,108.7,3367.8,932.6,1938.8,496.4
1971,3124.5,257.4,6.5,16.6,60.3,174,2867,930.6,1654.2,282.3
1971,4939.8,293.6,3.2,22.2,110.4,157.7,4646.2,1340.7,2944.5,361
1971,2568.1,268.7,6.2,13.9,141.9,106.7,2299.5,742.3,1189,368.2
1971,4810.1,221.8,3,5.6,84.9,128.2,4588.3,1097.4,2511.6,979.4
1971,3138.4,311.7,16.6,18.2,62.4,214.5,2826.8,1030.7,1576.5,219.6
1971,2059.3,96.1,1.2,9.9,18.2,66.9,1963.1,453.3,1426.6,83.3
1971,2613.2,313.8,12.4,18.1,86.5,196.8,2299.4,901.4,1094.5,303.5
1971,4100.1,376,12.1,23.6,124.1,216.3,3724.1,1183.7,2161,379.4
1971,4485.8,153.7,2.7,14.6,60.5,75.8,4332.1,914.7,3089.1,328.3
1971,2080.3,72.7,1.1,11.4,9.8,50.4,2007.6,726,1142.6,139.1
1971,3633.6,326.3,10.1,21.3,106.8,188.2,3307.2,920.2,2076.5,310.5
1971,4885.9,236.4,3.8,17.7,93.3,121.6,4649.4,1392.8,2912.4,344.3
1971,1401.4,131.9,6.4,5,35.4,85.1,1269.5,387.7,770.9,110.8
1971,3010.2,88.4,2.8,7.6,31.5,46.4,2921.8,629.4,2051.8,240.6
1971,2816.5,156.5,5.3,13.8,20,117.4,2660,586.2,1892.1,181.8
1972,2394.5,313.2,14.1,18.8,68.6,211.7,2081.3,789.6,1096.7,195
1972,4478.5,370.5,9.5,41.8,66.5,252.6,4108,970.8,2639.1,498.2
1972,5933.3,448.9,7.3,33.4,120.8,287.4,5484.4,1615.9,3438.7,429.8
1972,2352.4,244.7,10.4,17.3,54.8,162.2,2107.7,735.1,1258.4,114.2
1972,6413.1,540.7,8.8,39.7,238.6,253.7,5872.4,1949.2,3242,681.3
1972,5593.6,405.4,8.3,38.4,141.4,217.3,5188.2,1580.1,3018.8,589.3
1972,3403.1,199.2,3.2,8.9,79.1,107.9,3203.9,956.8,1778,469.1
1972,4523.7,386,6.9,14.2,130.1,234.9,4137.7,1249.4,2397.2,491.2
1972,7865.2,1685.4,32.8,95.5,1036.2,521,6179.8,1711.4,3690.2,778.2
1972,5376.9,554.5,12.7,26.4,189.4,326,4822.3,1605.1,2851.1,366.1
1972,3051.8,377.6,18.5,20.8,134.3,204,2674.2,1081.7,1285.8,306.7
1972,4612.5,155.5,6.8,21.3,55.4,72.1,4457,1335.6,2723,398.4
1972,3420.4,143.5,3.8,15.6,20.6,103.4,3276.9,754.6,2338.4,183.9
1972,3791.1,508.1,8.8,23.3,260.1,215.9,3283.1,846.1,1994,443
1972,3409.7,245.1,6.1,22.5,111.1,105.4,3164.6,948.4,1850.7,365.5
1972,2531.7,87.4,1.7,8.6,26.7,50.3,2444.4,521.6,1753.7,169.1
1972,3404.8,209.8,4,17.8,68.9,119.1,3195,906.6,2056.4,232
1972,2233.6,225.7,9.8,15.7,83.2,117.1,2007.9,650.2,1075.9,281.8
1972,3382.5,422.4,13.2,23,133.4,252.8,2960.2,903.1,1700.6,356.4
