state,stateAbbr,population,index,violent,murder,rape,robbery,aggrate,property,burglary,larceny,gta
New York,NY,17748000,5792.2,841,10.3,29.1,472.1,329.5,4951.2,1650.6,2628.6,672
North Carolina,NC,5577000,3882.1,413.4,10.8,18.4,65.9,318.4,3468.7,1184,2083.4,201.3
North Dakota,ND,652000,2405.4,67,1.2,8.9,15.6,41.3,2338.3,423,1767.2,148.2
Ohio,OH,10749000,4658.8,412.7,6.9,27.4,182.6,195.8,4246.2,1214.5,2629.7,402
Oklahoma,OK,2880000,4129.8,353,8.5,31,88.3,225.2,3776.9,1299.8,2125.8,351.4
Oregon,OR,2444000,6075.4,502.4,5,41.2,131.1,325,5573,1617.1,3561.1,394.8
Pennsylvania,PA,11750000,3184.7,301.1,6.2,18.7,136.7,139.5,2883.6,899.9,1643,340.7
Rhode Island,RI,935000,5262.2,348.1,4,11,98.2,235,4914.1,1392.6,2714.3,807.2
South Carolina,SC,2918000,4895.9,637.6,11.5,35.4,101.3,489.4,4258.4,1498.6,2483.6,276.1
South Dakota,SD,690000,2689.3,163.5,1.9,10.9,15.9,134.8,2525.8,599.7,1766.1,160
Tennessee,TN,4357000,3690.4,382.6,9.4,30.6,152.4,190.2,3307.8,1213.6,1766.1,328.1
Texas,TX,13014000,5556.8,435.3,14.2,37.9,164.4,218.8,5121.5,1611.9,3065.3,444.3
Utah,UT,1307000,4978.9,271.8,3.7,22.9,66.5,178.7,4707.1,1187.1,3186.1,333.9
Vermont,VT,487000,3806.6,166.3,3.3,14.6,14.4,134.1,3640.2,1261.2,2164.9,214.2
Virginia,VA,5148000,4073,286.4,8.8,22.7,97.1,157.8,3786.6,990.8,2566.8,229
Washington,WA,3774000,6115.6,405.3,4.6,41.2,125,234.4,5710.3,1766.6,3548.8,394.9
West Virginia,WV,1860000,2270.1,167.7,6.8,14.7,46.3,99.9,2102.4,648.3,1278.3,175.8
Wisconsin,WI,4679000,3880.2,132.2,2.5,14.5,49.9,65.2,3748.1,846.3,2672.3,229.5
Wyoming,WY,424000,4494.6,280.4,7.1,23.6,48.1,201.7,4214.2,836.1,3035.6,342.5
