state,stateAbbr,population,index,violent,murder,rape,robbery,aggrate,property,burglary,larceny,gta
Minnesota,MN,4061235,4799.5,227.8,2.6,23.2,99.1,102.9,4571.7,1246,3029.9,295.9
Mississippi,MS,2511491,3417.2,341.9,14.5,24.6,81,221.7,3075.2,1179.1,1717.8,178.4
Missouri,MO,4901288,5433.1,554.5,11.1,32.6,223.6,287.2,4878.6,1668.9,2795.1,414.6
Montana,MT,781592,5024.5,222.6,4,21,34,163.6,4801.9,950.6,3529.6,321.7
Nebraska,NE,1563921,4305.2,224.6,4.4,23.2,82.2,114.7,4080.6,915.4,2921.6,243.6
Nevada,NV,800312,8854,912.6,20,67.2,460.6,364.9,7941.4,2906.7,4356.3,678.4
New Hampshire,NH,919114,4679.6,179.8,2.5,17.3,42,118,4499.8,1312.9,2877,309.9
New Jersey,NJ,7342164,6401.3,604.4,6.9,30.7,303.7,263,5797,1878.2,3189.3,729.5
New Mexico,NM,1295474,5979,615,13.1,43.3,127.9,430.7,5364.1,1492.5,3521,350.6
New York,NY,17506690,6911.6,1029.5,12.7,30.9,641.3,344.6,5882,2061.6,3060.4,759.9
North Carolina,NC,5843665,4640.5,455,10.6,22.7,82.3,339.4,4185.5,1422.9,2546.4,216.1
North Dakota,ND,652437,2963.7,54,1.2,9.5,7.7,35.6,2909.7,488.3,2242.2,179.2
Ohio,OH,10766808,5431.4,498.3,8.1,34.3,223.7,232.2,4933.1,1466.3,3040.1,426.7
Oklahoma,OK,3001252,5052.9,419.5,10,36.3,104.9,268.4,4633.4,1692.7,2520.6,420.2
Oregon,OR,2610477,6686.9,490.4,5.1,41.5,152.4,291.4,6196.5,1748.4,4087.8,360.3
Pennsylvania,PA,11824220,3736.3,363.9,6.8,23,177.9,156.1,3372.4,1038.5,1915.5,418.3
Rhode Island,RI,945835,5932.6,408.5,4.4,17.1,118.6,268.3,5524.1,1716.3,2964.3,843.6
South Carolina,SC,3064557,5439.2,660,11.4,37.5,118.1,493,4779.2,1670,2803.2,306
South Dakota,SD,688217,3243.2,126.8,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6
Tennessee,TN,4545590,4497.9,458.1,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1
Texas,TX,14169829,6143,550.3,16.9,47.3,208.5,277.6,5592.7,1853.2,3181.4,558.1
Utah,UT,1458729,5880.6,303.3,3.8,27.7,80.2,191.7,5577.3,1321.9,3931.8,323.6
Vermont,VT,511299,4988.5,178.8,2.2,29.1,38.9,108.5,4809.7,1526.7,2988.1,294.9
Virginia,VA,5323412,4620,307.2,8.6,27.4,120.1,151.1,4312.8,1202.6,2882.3,227.9
Washington,WA,4113331,6915,464.3,5.5,52.7,135.1,271,6450.7,1862.2,4192.9,395.6
West Virginia,WV,1930787,2551.6,183.7,7.1,15.8,48.5,112.2,2367.9,738.5,1429.8,199.7
Wisconsin,WI,4680917,4798.6,182.6,2.9,14.9,70.7,94.1,4616,1079.4,3291.4,245.2
Wyoming,WY,468954,4986.4,392.6,6.2,28.6,44.4,313.5,4593.8,903.7,3344.9,345.2
